id,xcoord,ycoord,time,car_accessibility
8476,717517.63,5704686.9,28800.0,-285.14463026371845
8699,718517.63,5704686.9,28800.0,-283.8546524060593
8922,719517.63,5704686.9,28800.0,-282.62278896852615
9145,720517.63,5704686.9,28800.0,-281.4499146208873
9368,721517.63,5704686.9,28800.0,-280.33687853175866
9591,722517.63,5704686.9,28800.0,-279.2845016815567
9814,723517.63,5704686.9,28800.0,-279.54588466230643
10037,724517.63,5704686.9,28800.0,-275.72303589293176
10260,725517.63,5704686.9,28800.0,-271.9061107119958
10483,726517.63,5704686.9,28800.0,-268.09540384824095
10706,727517.63,5704686.9,28800.0,-264.29122938227243
10929,728517.63,5704686.9,28800.0,-260.49392231330984
11152,729517.63,5704686.9,28800.0,-256.70384027533976
11375,730517.63,5704686.9,28800.0,-252.92136541885708
11598,731517.63,5704686.9,28800.0,-249.14690647630914
11821,732517.63,5704686.9,28800.0,-245.38090103153107
12044,733517.63,5704686.9,28800.0,-241.6238180158997
12267,734517.63,5704686.9,28800.0,-237.8761604566879
12490,735517.63,5704686.9,28800.0,-234.1384685061925
12713,736517.63,5704686.9,28800.0,-230.4113227836885
12936,737517.63,5704686.9,28800.0,-226.69534806616568
13159,738517.63,5704686.9,28800.0,-222.99121736818412
13382,739517.63,5704686.9,28800.0,-219.29965645608038
13605,740517.63,5704686.9,28800.0,-215.62144884722267
13828,741517.63,5704686.9,28800.0,-211.9574413510901
14051,742517.63,5704686.9,28800.0,-208.30855021567737
14274,743517.63,5704686.9,28800.0,-204.6757679501324
14497,744517.63,5704686.9,28800.0,-201.0601709026233
14720,745517.63,5704686.9,28800.0,-197.46292768118803
14943,746517.63,5704686.9,28800.0,-193.8853085146739
15166,747517.63,5704686.9,28800.0,-190.32869566069922
15389,748517.63,5704686.9,28800.0,-186.79459497764293
