personId,time,mode,age,sex,economic_status,income,restricted_mobility,homeX,homeY,accessibility
bb_42ae4b5d,28800.0,pt,63,f,very_low,499.0,false,821497.88,5822013.22,-23.913333333333334,
bb_2723c696,28800.0,pt,26,f,very_low,2000.0,false,816411.78,5840424.56,-26.943333333333342,
bb_3655b3fc,28800.0,pt,51,m,high,3600.0,false,779157.99,5814412.54,-17.613333333333337,
bb_51e4e38c,28800.0,pt,37,m,high,4600.0,false,822664.07,5864494.17,-21.613333333333333,
bb_8c6d626e,28800.0,pt,64,m,medium,3000.0,false,802793.21,5852137.31,-22.813333333333336,
bb_a3711690,28800.0,pt,7,m,very_low,900.0,true,791544.22,5814731.7,-13.613333333333335,
bb_7c64e568,28800.0,pt,44,m,low,2000.0,false,803597.71,5803209.91,-29.613333333333326,
bb_0f69d8a1,28800.0,pt,8,f,high,4600.0,false,783072.0,5813250.04,-17.613333333333337,
bb_36d7dcc8,28800.0,pt,57,f,low,1500.0,false,754300.92,5805518.53,-36.21333333333333,
bb_d3c33ca8,28800.0,pt,40,m,medium,3000.0,false,818904.37,5830106.96,-18.943333333333335,
bb_32d9ab4a,28800.0,pt,35,m,high,3600.0,false,819678.51,5828809.11,-18.943333333333335,
bb_bf926632,28800.0,pt,62,f,low,1500.0,false,814442.13,5830379.53,-18.943333333333335,
bb_5d83e636,28800.0,pt,43,m,very_low,900.0,true,806623.76,5843761.9,-12.093333333333334,
bb_8a5047f0,28800.0,pt,65,f,very_low,500.0,false,775141.54,5849838.19,-48.21333333333333,
bb_d664a6bf,28800.0,pt,38,f,very_low,900.0,false,810348.98,5834517.78,-17.443333333333335,
bb_920e2eae,28800.0,pt,47,m,low,2000.0,false,808284.2,5844021.24,-20.093333333333334,
bb_24797454,28800.0,pt,30,f,very_low,900.0,false,775770.59,5833348.6,-16.113333333333333,
bb_0c1340c3,28800.0,pt,70,f,low,1500.0,false,785513.93,5855911.43,-28.92,
bb_9c09aa1a,28800.0,pt,41,f,high,4600.0,false,774026.54,5815011.73,-14.813333333333334,
bb_3094c8d9,28800.0,pt,56,f,low,2000.0,false,794859.53,5847176.24,-19.680000000000003,
bb_b9803273,28800.0,pt,52,m,very_low,900.0,false,767624.37,5804006.05,-17.613333333333337,
bb_a35957c5,28800.0,pt,80,f,high,3600.0,false,782351.61,5846061.63,-20.213333333333335,
bb_89121567,28800.0,pt,60,m,medium,1500.0,false,779708.28,5807609.86,-17.613333333333337,
bb_d3573777,28800.0,pt,54,m,high,2600.0,false,818837.11,5823318.48,-20.043333333333337,
bb_c682a5be,28800.0,pt,41,f,low,1500.0,false,779012.72,5810537.72,-17.61333333333334,
bb_3dd929c8,28800.0,pt,16,f,high,4600.0,false,806516.95,5813859.61,-13.613333333333335,
bb_12e49df2,28800.0,pt,68,f,low,1500.0,false,792743.55,5801898.88,-73.61333333333334,
bb_1db063b8,28800.0,pt,44,m,high,3600.0,false,747010.27,5806096.81,-24.21333333333334,
bb_0f3f0f92,28800.0,pt,62,m,high,3600.0,false,774369.07,5803897.93,-12.213333333333335,
bb_1f1e328d,28800.0,pt,38,m,medium,1500.0,false,786543.12,5781930.63,-25.613333333333337,
bb_c0a28518,28800.0,pt,62,m,very_low,500.0,false,778655.34,5835980.85,-17.313333333333333,
bb_5fe40b40,28800.0,pt,42,m,high,4600.0,false,778319.47,5796354.65,-17.613333333333333,
bb_4ea895a8,28800.0,pt,57,f,high,3000.0,false,781462.31,5808906.67,-17.613333333333337,
bb_c291937c,28800.0,pt,96,m,high,3000.0,false,806837.86,5797800.08,-34.71333333333334,
bb_91c9c986,28800.0,pt,41,m,very_low,1500.0,false,791360.95,5815031.45,-13.613333333333335,
bb_6ebbc97d,28800.0,pt,28,m,medium,2000.0,false,773698.13,5811916.29,-14.813333333333334,
bb_54a0a58e,28800.0,pt,49,m,medium,1500.0,false,877013.45,5814758.85,-35.913333333333334,
bb_d8c72314,28800.0,pt,80,m,high,3600.0,true,786187.69,5813869.44,-14.813333333333334,
bb_1f9af0ed,28800.0,pt,50,m,low,900.0,false,803614.29,5797757.74,-21.513333333333335,
bb_34e78370,28800.0,pt,53,m,medium,2000.0,true,745398.86,5792019.64,-24.213333333333335,
bb_45c58277,28800.0,pt,96,m,low,900.0,true,776844.93,5830824.56,-11.713333333333335,
bb_8f8b6582,28800.0,pt,57,f,very_high,5600.0,false,761131.14,5821428.44,-23.713333333333335,
bb_c96856d2,28800.0,pt,8,f,high,4600.0,true,780671.92,5811365.03,-12.213333333333335,
bb_b4940fcb,28800.0,pt,66,m,high,4600.0,false,739436.09,5808732.01,-22.813333333333336,
bb_9f5fdc42,28800.0,pt,48,f,medium,3600.0,false,776663.71,5831692.79,-13.313333333333334,
bb_70f80f58,28800.0,pt,43,m,very_low,500.0,true,810149.34,5847036.47,-20.09333333333333,
bb_85f21938,28800.0,pt,22,f,very_low,500.0,false,788519.26,5793876.84,-13.613333333333335,
bb_3fffa4c3,28800.0,pt,60,f,medium,2600.0,false,787360.17,5854145.5,-17.613333333333337,
bb_15d3f598,28800.0,pt,66,f,medium,2000.0,false,803498.46,5802099.49,-45.31333333333333,
bb_3ccf690a,28800.0,pt,51,m,high,3600.0,false,774653.79,5801543.92,-22.813333333333336,
bb_cea320cb,28800.0,pt,54,f,very_low,500.0,false,802687.45,5796788.64,-21.513333333333335,
bb_7926ab91,28800.0,pt,52,f,low,900.0,false,821802.43,5821902.03,-23.913333333333338,
bb_317a01e9,28800.0,pt,30,m,very_low,499.0,false,803099.06,5797771.4,-33.61333333333334,
bb_2509d6b1,28800.0,pt,80,f,medium,1500.0,true,802091.58,5806265.64,-23.913333333333334,
bb_aa8914cf,28800.0,pt,48,m,medium,2600.0,false,805285.18,5807083.22,-35.913333333333334,
bb_6240be4e,28800.0,pt,35,f,high,4600.0,false,788273.58,5848063.81,-24.213333333333335,
bb_19030576,28800.0,pt,22,m,very_low,500.0,false,823102.18,5818307.44,-16.213333333333335,
bb_33130a02,28800.0,pt,63,m,very_low,500.0,true,775696.71,5816761.76,-14.813333333333334,
bb_924e9505,28800.0,pt,45,m,low,900.0,false,798971.34,5810598.04,-18.813333333333336,
